State,Year,Total_energy,ENERGY_Unit
AL,2016,1124482,Billion Btu
AL,2015,1269743,Billion Btu
AL,2014,1367345,Billion Btu
AL,2013,1478402,Billion Btu
AL,2012,1443558,Billion Btu
AL,2011,1410745,Billion Btu
AL,2010,1429505,Billion Btu
AL,2009,1449253,Billion Btu
AL,2008,1482792,Billion Btu
AL,2007,1408105,Billion Btu
AL,2006,1413493,Billion Btu
AL,2005,1502435,Billion Btu
AL,2004,1544007,Billion Btu
AL,2003,1521048,Billion Btu
AL,2002,1486477,Billion Btu
AL,2001,1484590,Billion Btu
AL,2000,1539601,Billion Btu
AL,1999,1578642,Billion Btu
AL,1998,1672363,Billion Btu
AL,1997,1708520,Billion Btu
AL,1996,1740273,Billion Btu
AL,1995,1649515,Billion Btu
AL,1994,1637594,Billion Btu
AL,1993,1484437,Billion Btu
AL,1992,1485033,Billion Btu
AL,1991,1376322,Billion Btu
AL,1990,1342218,Billion Btu
AL,1989,1360335,Billion Btu
AL,1988,1262666,Billion Btu
AL,1987,1223311,Billion Btu
AL,1986,1212158,Billion Btu
AL,1985,1321089,Billion Btu
AL,1984,1436061,Billion Btu
AL,1983,1344208,Billion Btu
AL,1982,1420985,Billion Btu
AL,1981,1276911,Billion Btu
AL,1980,1332560,Billion Btu
AL,1979,1218930,Billion Btu
AL,1978,1096730,Billion Btu
AL,1977,1056925,Billion Btu
AL,1976,845043,Billion Btu
AL,1975,867574,Billion Btu
AL,1974,807086,Billion Btu
AL,1973,718203,Billion Btu
AL,1972,736780,Billion Btu
AL,1971,644204,Billion Btu
AL,1970,679425,Billion Btu
AL,1969,604556,Billion Btu
AL,1968,577176,Billion Btu
AL,1967,566875,Billion Btu
AL,1966,516645,Billion Btu
AL,1965,532433,Billion Btu
AL,1964,541265,Billion Btu
AL,1963,469030,Billion Btu
AL,1962,484726,Billion Btu
AL,1961,474779,Billion Btu
AL,1960,474229,Billion Btu
AK,2016,1433116,Billion Btu
AK,2015,1424762,Billion Btu
AK,2014,1474609,Billion Btu
AK,2013,1513406,Billion Btu
AK,2012,1563461,Billion Btu
AK,2011,1642015,Billion Btu
AK,2010,1738219,Billion Btu
AK,2009,1853317,Billion Btu
AK,2008,1932755,Billion Btu
AK,2007,2051639,Billion Btu
AK,2006,2100329,Billion Btu
AK,2005,2415039,Billion Btu
AK,2004,2512619,Billion Btu
AK,2003,2660210,Billion Btu
AK,2002,2658368,Billion Btu
AK,2001,2630790,Billion Btu
AK,2000,2645900,Billion Btu
AK,1999,2797459,Billion Btu
AK,1998,3067133,Billion Btu
AK,1997,3331780,Billion Btu
AK,1996,3558296,Billion Btu
AK,1995,3736998,Billion Btu
AK,1994,3969253,Billion Btu
AK,1993,3891653,Billion Btu
AK,1992,4193120,Billion Btu
AK,1991,4347323,Billion Btu
AK,1990,4231722,Billion Btu
AK,1989,4446320,Billion Btu
AK,1988,4752211,Billion Btu
AK,1987,4592198,Billion Btu
AK,1986,4302597,Billion Btu
AK,1985,4235098,Billion Btu
AK,1984,3976349,Billion Btu
AK,1983,3928061,Billion Btu
AK,1982,3876789,Billion Btu
AK,1981,3673107,Billion Btu
AK,1980,3684552,Billion Btu
AK,1979,3210995,Billion Btu
AK,1978,2829103,Billion Btu
AK,1977,1195224,Billion Btu
AK,1976,557241,Billion Btu
AK,1975,589081,Billion Btu
AK,1974,560508,Billion Btu
AK,1973,572417,Billion Btu
AK,1972,569628,Billion Btu
AK,1971,603475,Billion Btu
AK,1970,615009,Billion Btu
AK,1969,499135,Billion Btu
AK,1968,421678,Billion Btu
AK,1967,206393,Billion Btu
AK,1966,117440,Billion Btu
AK,1965,94316,Billion Btu
AK,1964,90198,Billion Btu
AK,1963,87933,Billion Btu
AK,1962,82748,Billion Btu
AK,1961,56144,Billion Btu
AK,1960,21554,Billion Btu
AZ,2016,593132,Billion Btu
AZ,2015,614524,Billion Btu
AZ,2014,631852,Billion Btu
AZ,2013,591410,Billion Btu
AZ,2012,594938,Billion Btu
AZ,2011,615323,Billion Btu
AZ,2010,579778,Billion Btu
AZ,2009,563061,Billion Btu
AZ,2008,576899,Billion Btu
AZ,2007,538976,Billion Btu
AZ,2006,511638,Billion Btu
AZ,2005,611615,Billion Btu
AZ,2004,653416,Billion Btu
AZ,2003,643921,Billion Btu
AZ,2002,689876,Billion Btu
AZ,2001,684436,Billion Btu
AZ,2000,705102,Billion Btu
AZ,1999,691730,Billion Btu
AZ,1998,693182,Billion Btu
AZ,1997,706668,Billion Btu
AZ,1996,644652,Billion Btu
AZ,1995,650960,Billion Btu
AZ,1994,624857,Billion Btu
AZ,1993,586831,Billion Btu
AZ,1992,632315,Billion Btu
AZ,1991,644029,Billion Btu
AZ,1990,564631,Billion Btu
AZ,1989,450325,Billion Btu
AZ,1988,616440,Billion Btu
AZ,1987,515728,Billion Btu
AZ,1986,536812,Billion Btu
AZ,1985,397320,Billion Btu
AZ,1984,444544,Billion Btu
AZ,1983,429319,Billion Btu
AZ,1982,369985,Billion Btu
AZ,1981,351173,Billion Btu
AZ,1980,363380,Billion Btu
AZ,1979,337892,Billion Btu
AZ,1978,282521,Billion Btu
AZ,1977,322606,Billion Btu
AZ,1976,317800,Billion Btu
AZ,1975,239058,Billion Btu
AZ,1974,228968,Billion Btu
AZ,1973,155841,Billion Btu
AZ,1972,146644,Billion Btu
AZ,1971,107529,Billion Btu
AZ,1970,83347,Billion Btu
AZ,1969,83154,Billion Btu
AZ,1968,83935,Billion Btu
AZ,1967,74733,Billion Btu
AZ,1966,62173,Billion Btu
AZ,1965,53947,Billion Btu
AZ,1964,36786,Billion Btu
AZ,1963,36668,Billion Btu
AZ,1962,35003,Billion Btu
AZ,1961,35506,Billion Btu
AZ,1960,36737,Billion Btu
AR,2016,1130117,Billion Btu
AR,2015,1319553,Billion Btu
AR,2014,1440726,Billion Btu
AR,2013,1434515,Billion Btu
AR,2012,1466389,Billion Btu
AR,2011,1385343,Billion Btu
AR,2010,1250560,Billion Btu
AR,2009,1007445,Billion Btu
AR,2008,761611,Billion Btu
AR,2007,593930,Billion Btu
AR,2006,572694,Billion Btu
AR,2005,484786,Billion Btu
AR,2004,503242,Billion Btu
AR,2003,478389,Billion Btu
AR,2002,469275,Billion Btu
AR,2001,462934,Billion Btu
AR,2000,447405,Billion Btu
AR,1999,461717,Billion Btu
AR,1998,492864,Billion Btu
AR,1997,534963,Billion Btu
AR,1996,538267,Billion Btu
AR,1995,494545,Billion Btu
AR,1994,514479,Billion Btu
AR,1993,534494,Billion Btu
AR,1992,496981,Billion Btu
AR,1991,471508,Billion Btu
AR,1990,468876,Billion Btu
AR,1989,456900,Billion Btu
AR,1988,441893,Billion Btu
AR,1987,435389,Billion Btu
AR,1986,416153,Billion Btu
AR,1985,486478,Billion Btu
AR,1984,459096,Billion Btu
AR,1983,422626,Billion Btu
AR,1982,400589,Billion Btu
AR,1981,375429,Billion Btu
AR,1980,382684,Billion Btu
AR,1979,351619,Billion Btu
AR,1978,373011,Billion Btu
AR,1977,361679,Billion Btu
AR,1976,332428,Billion Btu
AR,1975,346976,Billion Btu
AR,1974,316907,Billion Btu
AR,1973,354646,Billion Btu
AR,1972,340310,Billion Btu
AR,1971,343260,Billion Btu
AR,1970,355251,Billion Btu
AR,1969,349798,Billion Btu
AR,1968,344724,Billion Btu
AR,1967,293202,Billion Btu
AR,1966,304029,Billion Btu
AR,1965,287622,Billion Btu
AR,1964,281398,Billion Btu
AR,1963,284577,Billion Btu
AR,1962,282278,Billion Btu
AR,1961,291267,Billion Btu
AR,1960,289353,Billion Btu
CA,2016,2431124,Billion Btu
CA,2015,2361858,Billion Btu
CA,2014,2383159,Billion Btu
CA,2013,2372246,Billion Btu
CA,2012,2317708,Billion Btu
CA,2011,2632438,Billion Btu
CA,2010,2526549,Billion Btu
CA,2009,2490620,Billion Btu
CA,2008,2518661,Billion Btu
CA,2007,2617351,Billion Btu
CA,2006,2799909,Billion Btu
CA,2005,2807510,Billion Btu
CA,2004,2761999,Billion Btu
CA,2003,2902532,Billion Btu
CA,2002,2925186,Billion Btu
CA,2001,2875228,Billion Btu
CA,2000,3066949,Billion Btu
CA,1999,3102915,Billion Btu
CA,1998,3190783,Billion Btu
CA,1997,3048183,Billion Btu
CA,1996,3134274,Billion Btu
CA,1995,3090253,Billion Btu
CA,1994,2985564,Billion Btu
CA,1993,3204872,Billion Btu
CA,1992,3186583,Billion Btu
CA,1991,3251970,Billion Btu
CA,1990,3278185,Billion Btu
CA,1989,3408913,Billion Btu
CA,1988,3341624,Billion Btu
CA,1987,3423928,Billion Btu
CA,1986,3648466,Billion Btu
CA,1985,3635170,Billion Btu
CA,1984,3587345,Billion Btu
CA,1983,3501860,Billion Btu
CA,1982,3337246,Billion Btu
CA,1981,3071515,Billion Btu
CA,1980,2999266,Billion Btu
CA,1979,2916929,Billion Btu
CA,1978,2956653,Billion Btu
CA,1977,2735648,Billion Btu
CA,1976,2686010,Billion Btu
CA,1975,2789880,Billion Btu
CA,1974,2881563,Billion Btu
CA,1973,2929075,Billion Btu
CA,1972,2950221,Billion Btu
CA,1971,3171183,Billion Btu
CA,1970,3309486,Billion Btu
CA,1969,3463245,Billion Btu
CA,1968,3394787,Billion Btu
CA,1967,3339208,Billion Btu
CA,1966,3166243,Billion Btu
CA,1965,3009455,Billion Btu
CA,1964,2832818,Billion Btu
CA,1963,2844513,Billion Btu
CA,1962,2692241,Billion Btu
CA,1961,2619763,Billion Btu
CA,1960,2630898,Billion Btu
CO,2016,3078173,Billion Btu
CO,2015,3193430,Billion Btu
CO,2014,3060817,Billion Btu
CO,2013,2834198,Billion Btu
CO,2012,2921831,Billion Btu
CO,2011,2749591,Billion Btu
CO,2010,2561382,Billion Btu
CO,2009,2497428,Billion Btu
CO,2008,2466361,Billion Btu
CO,2007,2359097,Billion Btu
CO,2006,2289963,Billion Btu
CO,2005,2246251,Billion Btu
CO,2004,2194135,Billion Btu
CO,2003,2028512,Billion Btu
CO,2002,1926698,Billion Btu
CO,2001,1736326,Billion Btu
CO,2000,1586157,Billion Btu
CO,1999,1568045,Billion Btu
CO,1998,1551668,Billion Btu
CO,1997,1470607,Billion Btu
CO,1996,1345794,Billion Btu
CO,1995,1337527,Billion Btu
CO,1994,1237559,Billion Btu
CO,1993,1115734,Billion Btu
CO,1992,977020,Billion Btu
CO,1991,920602,Billion Btu
CO,1990,875832,Billion Btu
CO,1989,822054,Billion Btu
CO,1988,788215,Billion Btu
CO,1987,701052,Billion Btu
CO,1986,731946,Billion Btu
CO,1985,797377,Billion Btu
CO,1984,796899,Billion Btu
CO,1983,764392,Billion Btu
CO,1982,857268,Billion Btu
CO,1981,870081,Billion Btu
CO,1980,836576,Billion Btu
CO,1979,826621,Billion Btu
CO,1978,734510,Billion Btu
CO,1977,711999,Billion Btu
CO,1976,642596,Billion Btu
CO,1975,593164,Billion Btu
CO,1974,542209,Billion Btu
CO,1973,509663,Billion Btu
CO,1972,451217,Billion Btu
CO,1971,414787,Billion Btu
CO,1970,405592,Billion Btu
CO,1969,425728,Billion Btu
CO,1968,449294,Billion Btu
CO,1967,453052,Billion Btu
CO,1966,466858,Billion Btu
CO,1965,445898,Billion Btu
CO,1964,432641,Billion Btu
CO,1963,429258,Billion Btu
CO,1962,442497,Billion Btu
CO,1961,478706,Billion Btu
CO,1960,481962,Billion Btu
CT,2016,204856,Billion Btu
CT,2015,211889,Billion Btu
CT,2014,197800,Billion Btu
CT,2013,207893,Billion Btu
CT,2012,205475,Billion Btu
CT,2011,196367,Billion Btu
CT,2010,204189,Billion Btu
CT,2009,203640,Billion Btu
CT,2008,187550,Billion Btu
CT,2007,195758,Billion Btu
CT,2006,198740,Billion Btu
CT,2005,188134,Billion Btu
CT,2004,202659,Billion Btu
CT,2003,198795,Billion Btu
CT,2002,184091,Billion Btu
CT,2001,190925,Billion Btu
CT,2000,221252,Billion Btu
CT,1999,181746,Billion Btu
CT,1998,83210,Billion Btu
CT,1997,49401,Billion Btu
CT,1996,121439,Billion Btu
CT,1995,243139,Billion Btu
CT,1994,251155,Billion Btu
CT,1993,268117,Billion Btu
CT,1992,214532,Billion Btu
CT,1991,163251,Billion Btu
CT,1990,243985,Billion Btu
CT,1989,243075,Billion Btu
CT,1988,270312,Billion Btu
CT,1987,245290,Billion Btu
CT,1986,232990,Billion Btu
CT,1985,175409,Billion Btu
CT,1984,196037,Billion Btu
CT,1983,174555,Billion Btu
CT,1982,192310,Billion Btu
CT,1981,182655,Billion Btu
CT,1980,172842,Billion Btu
CT,1979,167591,Billion Btu
CT,1978,178065,Billion Btu
CT,1977,165981,Billion Btu
CT,1976,160076,Billion Btu
CT,1975,111827,Billion Btu
CT,1974,111459,Billion Btu
CT,1973,68780,Billion Btu
CT,1972,106643,Billion Btu
CT,1971,104379,Billion Btu
CT,1970,58859,Billion Btu
CT,1969,59867,Billion Btu
CT,1968,52598,Billion Btu
CT,1967,24128,Billion Btu
CT,1966,16243,Billion Btu
CT,1965,15500,Billion Btu
CT,1964,16703,Billion Btu
CT,1963,16253,Billion Btu
CT,1962,15937,Billion Btu
CT,1961,17076,Billion Btu
CT,1960,17406,Billion Btu
DE,2016,3409,Billion Btu
DE,2015,3815,Billion Btu
DE,2014,4246,Billion Btu
DE,2013,3816,Billion Btu
DE,2012,3520,Billion Btu
DE,2011,3969,Billion Btu
DE,2010,3577,Billion Btu
DE,2009,3575,Billion Btu
DE,2008,2951,Billion Btu
DE,2007,1530,Billion Btu
DE,2006,871,Billion Btu
DE,2005,954,Billion Btu
DE,2004,1435,Billion Btu
DE,2003,1401,Billion Btu
DE,2002,1314,Billion Btu
DE,2001,1324,Billion Btu
DE,2000,2290,Billion Btu
DE,1999,2001,Billion Btu
DE,1998,1936,Billion Btu
DE,1997,2203,Billion Btu
DE,1996,2642,Billion Btu
DE,1995,2476,Billion Btu
DE,1994,2422,Billion Btu
DE,1993,2492,Billion Btu
DE,1992,1783,Billion Btu
DE,1991,1733,Billion Btu
DE,1990,1653,Billion Btu
DE,1989,2516,Billion Btu
DE,1988,2310,Billion Btu
DE,1987,2162,Billion Btu
DE,1986,2765,Billion Btu
DE,1985,3019,Billion Btu
DE,1984,2927,Billion Btu
DE,1983,2224,Billion Btu
DE,1982,3170,Billion Btu
DE,1981,2006,Billion Btu
DE,1980,2472,Billion Btu
DE,1979,8729,Billion Btu
DE,1978,10667,Billion Btu
DE,1977,10161,Billion Btu
DE,1976,9607,Billion Btu
DE,1975,7901,Billion Btu
DE,1974,8466,Billion Btu
DE,1973,8483,Billion Btu
DE,1972,8190,Billion Btu
DE,1971,7673,Billion Btu
DE,1970,7021,Billion Btu
DE,1969,7073,Billion Btu
DE,1968,6594,Billion Btu
DE,1967,5783,Billion Btu
DE,1966,5852,Billion Btu
DE,1965,5577,Billion Btu
DE,1964,5510,Billion Btu
DE,1963,5356,Billion Btu
DE,1962,5134,Billion Btu
DE,1961,5101,Billion Btu
DE,1960,4982,Billion Btu
DC,2016,1121,Billion Btu
DC,2015,848,Billion Btu
DC,2014,345,Billion Btu
DC,2013,306,Billion Btu
DC,2012,274,Billion Btu
DC,2011,278,Billion Btu
DC,2010,106,Billion Btu
DC,2009,48,Billion Btu
DC,2008,64,Billion Btu
DC,2007,55,Billion Btu
DC,2006,51,Billion Btu
DC,2005,47,Billion Btu
DC,2004,943,Billion Btu
DC,2003,925,Billion Btu
DC,2002,880,Billion Btu
DC,2001,866,Billion Btu
DC,2000,1354,Billion Btu
DC,1999,1259,Billion Btu
DC,1998,1222,Billion Btu
DC,1997,1378,Billion Btu
DC,1996,1922,Billion Btu
DC,1995,1851,Billion Btu
DC,1994,1849,Billion Btu
DC,1993,1946,Billion Btu
DC,1992,1412,Billion Btu
DC,1991,1345,Billion Btu
DC,1990,1283,Billion Btu
DC,1989,2511,Billion Btu
DC,1988,2378,Billion Btu
DC,1987,2226,Billion Btu
DC,1986,3047,Billion Btu
DC,1985,3327,Billion Btu
DC,1984,3226,Billion Btu
DC,1983,2563,Billion Btu
DC,1982,3654,Billion Btu
DC,1981,2311,Billion Btu
DC,1980,2849,Billion Btu
DC,1979,210,Billion Btu
DC,1978,193,Billion Btu
DC,1977,158,Billion Btu
DC,1976,146,Billion Btu
DC,1975,131,Billion Btu
DC,1974,129,Billion Btu
DC,1973,114,Billion Btu
DC,1972,118,Billion Btu
DC,1971,116,Billion Btu
DC,1970,113,Billion Btu
DC,1969,108,Billion Btu
DC,1968,120,Billion Btu
DC,1967,112,Billion Btu
DC,1966,111,Billion Btu
DC,1965,120,Billion Btu
DC,1964,138,Billion Btu
DC,1963,148,Billion Btu
DC,1962,166,Billion Btu
DC,1961,163,Billion Btu
DC,1960,155,Billion Btu
FL,2016,551964,Billion Btu
FL,2015,545059,Billion Btu
FL,2014,535578,Billion Btu
FL,2013,523300,Billion Btu
FL,2012,422918,Billion Btu
FL,2011,483006,Billion Btu
FL,2010,500472,Billion Btu
FL,2009,522486,Billion Btu
FL,2008,544961,Billion Btu
FL,2007,511826,Billion Btu
FL,2006,530680,Billion Btu
FL,2005,501924,Billion Btu
FL,2004,526187,Billion Btu
FL,2003,534824,Billion Btu
FL,2002,552266,Billion Btu
FL,2001,521446,Billion Btu
FL,2000,567525,Billion Btu
FL,1999,570597,Billion Btu
FL,1998,574965,Billion Btu
FL,1997,518157,Billion Btu
FL,1996,553216,Billion Btu
FL,1995,564537,Billion Btu
FL,1994,540628,Billion Btu
FL,1993,533127,Billion Btu
FL,1992,536507,Billion Btu
FL,1991,463732,Billion Btu
FL,1990,474066,Billion Btu
FL,1989,509790,Billion Btu
FL,1988,450490,Billion Btu
FL,1987,366834,Billion Btu
FL,1986,421051,Billion Btu
FL,1985,446764,Billion Btu
FL,1984,477980,Billion Btu
FL,1983,401701,Billion Btu
FL,1982,508763,Billion Btu
FL,1981,500518,Billion Btu
FL,1980,591982,Billion Btu
FL,1979,589635,Billion Btu
FL,1978,593612,Billion Btu
FL,1977,590465,Billion Btu
FL,1976,476207,Billion Btu
FL,1975,445543,Billion Btu
FL,1974,396757,Billion Btu
FL,1973,336802,Billion Btu
FL,1972,172712,Billion Btu
FL,1971,82213,Billion Btu
FL,1970,68429,Billion Btu
FL,1969,61597,Billion Btu
FL,1968,58252,Billion Btu
FL,1967,53813,Billion Btu
FL,1966,53484,Billion Btu
FL,1965,48554,Billion Btu
FL,1964,42667,Billion Btu
FL,1963,41352,Billion Btu
FL,1962,38296,Billion Btu
FL,1961,36626,Billion Btu
FL,1960,37861,Billion Btu
GA,2016,648439,Billion Btu
GA,2015,632653,Billion Btu
GA,2014,608929,Billion Btu
GA,2013,592058,Billion Btu
GA,2012,562771,Billion Btu
GA,2011,557342,Billion Btu
GA,2010,568885,Billion Btu
GA,2009,525635,Billion Btu
GA,2008,504338,Billion Btu
GA,2007,541916,Billion Btu
GA,2006,541212,Billion Btu
GA,2005,545083,Billion Btu
GA,2004,578661,Billion Btu
GA,2003,568266,Billion Btu
GA,2002,608531,Billion Btu
GA,2001,543799,Billion Btu
GA,2000,560846,Billion Btu
GA,1999,560061,Billion Btu
GA,1998,585785,Billion Btu
GA,1997,581648,Billion Btu
GA,1996,571162,Billion Btu
GA,1995,571269,Billion Btu
GA,1994,543173,Billion Btu
GA,1993,526056,Billion Btu
GA,1992,527634,Billion Btu
GA,1991,499665,Billion Btu
GA,1990,497899,Billion Btu
GA,1989,482467,Billion Btu
GA,1988,299310,Billion Btu
GA,1987,305371,Billion Btu
GA,1986,218287,Billion Btu
GA,1985,253809,Billion Btu
GA,1984,218782,Billion Btu
GA,1983,235880,Billion Btu
GA,1982,217014,Billion Btu
GA,1981,202508,Billion Btu
GA,1980,236053,Billion Btu
GA,1979,205226,Billion Btu
GA,1978,187805,Billion Btu
GA,1977,181782,Billion Btu
GA,1976,185494,Billion Btu
GA,1975,159348,Billion Btu
GA,1974,122068,Billion Btu
GA,1973,125605,Billion Btu
GA,1972,114745,Billion Btu
GA,1971,109007,Billion Btu
GA,1970,98222,Billion Btu
GA,1969,105812,Billion Btu
GA,1968,106371,Billion Btu
GA,1967,109475,Billion Btu
GA,1966,109456,Billion Btu
GA,1965,108022,Billion Btu
GA,1964,118296,Billion Btu
GA,1963,103171,Billion Btu
GA,1962,96771,Billion Btu
GA,1961,94691,Billion Btu
GA,1960,96116,Billion Btu
HI,2016,27372,Billion Btu
HI,2015,24873,Billion Btu
HI,2014,24072,Billion Btu
HI,2013,22397,Billion Btu
HI,2012,18124,Billion Btu
HI,2011,16563,Billion Btu
HI,2010,15165,Billion Btu
HI,2009,15800,Billion Btu
HI,2008,15912,Billion Btu
HI,2007,15031,Billion Btu
HI,2006,13999,Billion Btu
HI,2005,12936,Billion Btu
HI,2004,13769,Billion Btu
HI,2003,13310,Billion Btu
HI,2002,10452,Billion Btu
HI,2001,12389,Billion Btu
HI,2000,20386,Billion Btu
HI,1999,21767,Billion Btu
HI,1998,21657,Billion Btu
HI,1997,22502,Billion Btu
HI,1996,24088,Billion Btu
HI,1995,24608,Billion Btu
HI,1994,25404,Billion Btu
HI,1993,27829,Billion Btu
HI,1992,26800,Billion Btu
HI,1991,27516,Billion Btu
HI,1990,27937,Billion Btu
HI,1989,28875,Billion Btu
HI,1988,20427,Billion Btu
HI,1987,18834,Billion Btu
HI,1986,17315,Billion Btu
HI,1985,15307,Billion Btu
HI,1984,15372,Billion Btu
HI,1983,14920,Billion Btu
HI,1982,13379,Billion Btu
HI,1981,13571,Billion Btu
HI,1980,12808,Billion Btu
HI,1979,1258,Billion Btu
HI,1978,1143,Billion Btu
HI,1977,1355,Billion Btu
HI,1976,1663,Billion Btu
HI,1975,1498,Billion Btu
HI,1974,1550,Billion Btu
HI,1973,1528,Billion Btu
HI,1972,1491,Billion Btu
HI,1971,1283,Billion Btu
HI,1970,1559,Billion Btu
HI,1969,1773,Billion Btu
HI,1968,1657,Billion Btu
HI,1967,1389,Billion Btu
HI,1966,1309,Billion Btu
HI,1965,1265,Billion Btu
HI,1964,1429,Billion Btu
HI,1963,446,Billion Btu
HI,1962,214,Billion Btu
HI,1961,258,Billion Btu
HI,1960,292,Billion Btu
ID,2016,147037,Billion Btu
ID,2015,143835,Billion Btu
ID,2014,155482,Billion Btu
ID,2013,139303,Billion Btu
ID,2012,155178,Billion Btu
ID,2011,177074,Billion Btu
ID,2010,132518,Billion Btu
ID,2009,134502,Billion Btu
ID,2008,133541,Billion Btu
ID,2007,125621,Billion Btu
ID,2006,146507,Billion Btu
ID,2005,121084,Billion Btu
ID,2004,112379,Billion Btu
ID,2003,109553,Billion Btu
ID,2002,113779,Billion Btu
ID,2001,105045,Billion Btu
ID,2000,141448,Billion Btu
ID,1999,167747,Billion Btu
ID,1998,160202,Billion Btu
ID,1997,179342,Billion Btu
ID,1996,164235,Billion Btu
ID,1995,139907,Billion Btu
ID,1994,106699,Billion Btu
ID,1993,126225,Billion Btu
ID,1992,95133,Billion Btu
ID,1991,116020,Billion Btu
ID,1990,119510,Billion Btu
ID,1989,124650,Billion Btu
ID,1988,87512,Billion Btu
ID,1987,101722,Billion Btu
